run_id,condition,vuln_id,detected,app
B2_JS,B,JS-09,0,JuiceShop
B2_JS,B,JS-10,0,JuiceShop
B2_JS,B,JS-11,0,JuiceShop
B3_JS,B,JS-01,0,JuiceShop
B3_JS,B,JS-02,0,JuiceShop
B3_JS,B,JS-03,0,JuiceShop
B3_JS,B,JS-04,0,JuiceShop
B3_JS,B,JS-05,0,JuiceShop
B3_JS,B,JS-06,0,JuiceShop
B3_JS,B,JS-07,1,JuiceShop
B3_JS,B,JS-08,0,JuiceShop
B3_JS,B,JS-09,0,JuiceShop
B3_JS,B,JS-10,0,JuiceShop
B3_JS,B,JS-11,0,JuiceShop
B4_JS,B,JS-01,0,JuiceShop
B4_JS,B,JS-02,0,JuiceShop
B4_JS,B,JS-03,0,JuiceShop
B4_JS,B,JS-04,0,JuiceShop
B4_JS,B,JS-05,0,JuiceShop
B4_JS,B,JS-06,0,JuiceShop
B4_JS,B,JS-07,1,JuiceShop
B4_JS,B,JS-08,0,JuiceShop
B4_JS,B,JS-09,0,JuiceShop
B4_JS,B,JS-10,0,JuiceShop
B4_JS,B,JS-11,0,JuiceShop
B5_JS,B,JS-01,0,JuiceShop
B5_JS,B,JS-02,0,JuiceShop
B5_JS,B,JS-03,0,JuiceShop
B5_JS,B,JS-04,0,JuiceShop
B5_JS,B,JS-05,0,JuiceShop
B5_JS,B,JS-06,0,JuiceShop
B5_JS,B,JS-07,1,JuiceShop
B5_JS,B,JS-08,0,JuiceShop
B5_JS,B,JS-09,0,JuiceShop
B5_JS,B,JS-10,0,JuiceShop
B5_JS,B,JS-11,0,JuiceShop
C1_JS,C,JS-01,1,JuiceShop
C1_JS,C,JS-02,0,JuiceShop
C1_JS,C,JS-03,1,JuiceShop
C1_JS,C,JS-04,1,JuiceShop
C1_JS,C,JS-05,0,JuiceShop
C1_JS,C,JS-06,0,JuiceShop
C1_JS,C,JS-07,1,JuiceShop
C1_JS,C,JS-08,1,JuiceShop
C1_JS,C,JS-09,1,JuiceShop
C1_JS,C,JS-10,1,JuiceShop
C1_JS,C,JS-11,1,JuiceShop
C2_JS,C,JS-01,0,JuiceShop
C2_JS,C,JS-02,1,JuiceShop
C2_JS,C,JS-03,1,JuiceShop
C2_JS,C,JS-04,1,JuiceShop
C2_JS,C,JS-05,0,JuiceShop
C2_JS,C,JS-06,0,JuiceShop
C2_JS,C,JS-07,1,JuiceShop
C2_JS,C,JS-08,1,JuiceShop
C2_JS,C,JS-09,1,JuiceShop
C2_JS,C,JS-10,1,JuiceShop
C2_JS,C,JS-11,1,JuiceShop
C3_JS,C,JS-01,0,JuiceShop
C3_JS,C,JS-02,1,JuiceShop
C3_JS,C,JS-03,1,JuiceShop
C3_JS,C,JS-04,1,JuiceShop
C3_JS,C,JS-05,1,JuiceShop
C3_JS,C,JS-06,0,JuiceShop
C3_JS,C,JS-07,1,JuiceShop
C3_JS,C,JS-08,0,JuiceShop
C3_JS,C,JS-09,1,JuiceShop
C3_JS,C,JS-10,1,JuiceShop
C3_JS,C,JS-11,1,JuiceShop
C4_JS,C,JS-01,0,JuiceShop
C4_JS,C,JS-02,0,JuiceShop
C4_JS,C,JS-03,1,JuiceShop
C4_JS,C,JS-04,1,JuiceShop
C4_JS,C,JS-05,1,JuiceShop
C4_JS,C,JS-06,0,JuiceShop
C4_JS,C,JS-07,1,JuiceShop
C4_JS,C,JS-08,1,JuiceShop
C4_JS,C,JS-09,1,JuiceShop
C4_JS,C,JS-10,1,JuiceShop
C4_JS,C,JS-11,1,JuiceShop
C5_JS,C,JS-01,0,JuiceShop
C5_JS,C,JS-02,1,JuiceShop
C5_JS,C,JS-03,1,JuiceShop
C5_JS,C,JS-04,1,JuiceShop
C5_JS,C,JS-05,0,JuiceShop
C5_JS,C,JS-06,0,JuiceShop
C5_JS,C,JS-07,1,JuiceShop
C5_JS,C,JS-08,1,JuiceShop
C5_JS,C,JS-09,1,JuiceShop
C5_JS,C,JS-10,1,JuiceShop
C5_JS,C,JS-11,1,JuiceShop
